-14.6393;28.1802
-56.8501;-60.2276
93.4197;69.1249
-4.49257;27.4429
16.4154;-78.8944
92.2957;41.9303
-27.4036;17.1522
9.39561;-26.9739
-51.6941;-57.294
-11.1641;39.1656
60.5587;49.4979
22.5423;-40.7542
21.01;-91.7951
73.2638;-11.4381
19.7161;65.2203
58.8459;56.3832
73.8731;8.68492
8.30139;72.2943
58.8129;88.4071
3.43713;-1.06148
-5.0969;30.2865
-61.0603;75.7091
80.6394;59.0295
25.2011;-44.4694
-76.7689;-1.65537
-64.1657;-44.6415
1.38134;90.11
47.7976;-81.7807
39.3982;28.6737
-12.5278;-70.7441
-90.4654;79.7265
-61.7965;32.6046
-95.4851;95.6529
71.5192;79.5256
86.7598;-0.522607
-11.1689;6.59145
-17.7431;-59.4869
-96.971;-69.6461
72.2642;30.5609
-24.7855;1.91316
-43.6296;-55.4544
10.3517;-61.5001
54.5254;81.9105
26.9543;-57.212
-77.3862;76.9667
-63.4479;65.028
-17.3971;76.7053
-39.653;49.0928
42.5551;7.78359
-45.0942;-24.0111
-31.7327;-45.3799
-72.9785;-1.5059
7.46468;-18.3925
-82.3764;46.3598
-75.6291;-2.70855
-52.9748;-1.40208
4.95221;32.4468
-8.52279;-89.3101
34.3706;-41.0648
-42.9432;8.30636
-11.1455;53.8677
-26.5136;31.0772
49.1378;45.5434
90.9333;74.9073
-81.7574;54.3681
-37.9234;-5.85973
5.65654;-56.4727
61.0376;17.3531
-55.8881;-60.5345
-63.2187;53.8575
33.9618;19.7573
54.9751;-42.4125
-64.5875;96.6784
35.9431;43.0338
-23.4397;50.4596
65.014;-59.9393
33.5193;-49.7925
-48.7165;-6.22671
-81.6026;83.4145
-89.539;-20.4496
-6.55134;-93.4356
48.4933;-39.1389
18.6011;82.6225
-38.91;10.4522
48.1625;59.6422
6.60923;53.2471
-61.6745;52.3905
86.2154;-20.1549
23.0003;18.6225
20.4874;81.0082
92.4276;-79.3265
58.1155;99.3908
-31.7514;-55.6727
-3.47744;-26.1869
78.7641;6.97565
-0.530427;99.7422
-73.9028;-57.2763
-85.4752;-78.1347
-61.6015;-72.3407
-89.3072;5.98111
39.8992;68.796
75.057;-96.2
98.7314;94.1155
96.4003;57.3133
31.7064;-85.8096
-5.80041;3.5626
34.0173;63.117
2.81129;13.5857
25.1346;-97.8408
78.2842;37.0544
-75.1642;-57.2341
88.3198;21.6263
68.135;38.5976
-22.5612;-86.8767
-56.0185;50.9332
-4.79531;-61.6858
-48.9822;-41.7441
84.7605;-42.6507
36.6528;-36.789
95.3469;-68.6212
-98.0447;-39.6953
-3.27149;31.0539
44.9389;-60.3873
-24.5353;27.7189
-92.6583;35.0522
23.2068;87.4109
62.9875;-50.1992
60.4107;-44.1175
84.7203;-46.7889
-37.8275;81.402
81.0509;81.1805
72.9531;-3.13396
78.5646;-37.0654
-68.2663;10.7954
-21.4873;-29.27
-58.9663;54.2588
-42.1552;64.2438
-14.2563;54.1619
21.9726;-18.1243
84.6935;-69.3359
-43.4336;1.54879
-23.4344;-65.7341
0.393026;-25.785
92.881;21.6264
3.01846;-4.95194
43.7403;50.39
-85.2814;-69.0485
-31.2128;39.6894
56.5115;60.9156
-28.9147;37.5775
-50.5249;72.0578
12.5019;-64.658
-68.0007;31.9514
-69.2444;-83.593
76.2277;-52.2352
-38.3086;62.171
-39.576;-34.8372
-95.6477;-25.5205
74.7896;-50.8335
7.97378;-66.9674
53.5088;-21.7517
5.60299;-21.4465
-9.22325;-52.2292
11.8958;-1.45181
75.5874;98.7505
52.3594;-85.3649
-66.5578;11.3034
25.6333;-83.4638
-78.1261;51.4979
24.815;-86.1545
6.21725;30.2509
-15.8506;-43.677
74.8941;23.671
-42.3032;-65.6079
-40.4365;34.1539
-51.3117;84.3569
-36.2972;-5.69213
-53.8969;45.3916
-20.2655;52.9863
71.2643;-67.698
81.8048;76.2126
-6.87234;-70.1739
86.3002;38.459
-50.9557;-30.2031
2.13222;20.1537
-14.8371;19.7896
1.45074;62.8367
-23.0997;-56.6436
87.9713;-74.7979
18.8734;-9.33905
5.32817;-41.328
-31.7623;-67.6307
-72.8987;-56.2934
62.9725;63.2971
13.233;-76.8692
24.6281;23.7788
-47.4882;45.6246
-91.2567;-80.7967
81.343;-52.8227
34.693;90.5912
